Key,EN,ZH
SONG_HEAVY_SENTRY_03,Tremble before our masters!,在我们的主人面前颤抖！
WISP_LAMP_02,"Call us, call us...",打电话给我们，打电话给我们...
CORAL_DRILLER_DUO_02,Protect our caves...,保护我们的洞穴...
GREYROOT_CHAMBER_04,Rite...,仪式...
SLAB_PRISONER_04,Holy silence... swallow our shame...,神圣的沉默...吞咽我们的耻辱...
BLUE_SCIENTIST_04,"Plasmium, potent, pure!",浆质，有效，纯净！
GARMOND_ACT3_02,For dear friends gone!,亲爱的朋友们走了！
GARMOND_ACT3_03,For family passed!,对于家庭通过！
GARMOND_ACT3_01,Cut down the darkness!,减少黑暗！
HALFWAY_HOUSE_01,A hearth stoked hot...,一个炉膛刺痛的人...
BLUE_SCIENTIST_02,Escape even death...,逃脱死亡...
BLUE_SCIENTIST_03,"All secrets, all knowledge...",所有秘密，所有知识...
GRINDLE_04,What I take is what I got!,我接受的是我得到的！
SHAKRA_05,Strength and courage...,力量和勇气...
CHAPEL_WANDERER_01,...Remember...,...记住...
MEMORY_SILKHEART_WARD_02,...Cursed...,...被诅咒...
SWAMP_MUCKMAN_05,Flowing poison... hidden claw...,流动的毒药...隐藏的爪...
GRINDLE_02,"What I got is mine, my love!",我得到的是我的，我的爱！
CORAL_DRILLER_DUO_05,Break the shell!,打破外壳！
TROBBIO_08,The light! The heat! The glory!,光！高温！荣耀！
FORGE_DUO_05,For Pharloom everlasting...,对于永恒的伪装...
MEMORY_SILKHEART_LACE_03,...Loyal...,...忠诚...
THREAD_MEMORY_SONG_SMALL_ROOM_01,...All our wealth...,...我们所有的财富...
CORAL_JUDGE_03,"The edict, absolute...",法令，绝对...
BONETOWN_FUNERAL_03,We carry your memory...,我们带您的记忆...
MEMORY_HUNTER_QUEEN_01,For the singer...,对于歌手...
PILGRIM_WEARY_02,Climb... the climb...,攀登...攀登...
MOSSCREEP_03,Beat beat beat!,Beat Beat Beat！
BELLTOWN_01,Gleaming rest...,闪闪发光的休息...
MEMORY_WIDOW_06,Awake... we beg you!,醒来...我们求你！
BELLTOWN_03,Still alive...,还活着...
MEMORY_WIDOW_04,Awake for your subjects!,为您的主题醒来！
MEMORY_WIDOW_05,Awake to your legions loyal!,唤醒您的军团忠诚！
MEMORY_WIDOW_02,Of the first... the last...,第一个...最后一个...
MEMORY_WIDOW_03,"Your heart, I will guide...",你的心，我会指导...
ENCLAVE_07,Are we the last?,我们是最后一个吗？
MEMORY_WIDOW_01,Holy mother... All for you...,圣母...全都为你...
GARMOND_03,We shall fight...,我们将战斗...
FLOWER_04,Voice! Wake! Voice calls out...,嗓音！唤醒！语音呼唤...
GREY_WARRIOR_02,King...,国王...
BONE_CREATURE_01,"Rumbling, crackling...",隆隆，crack啪作响...
WIDOW_03,Hear her heart!,听她的心！
WARD_CREMATORIUM_01,...Return it...,...返回...
UNDERWORKER_LOAM_04,"This shell, still strong...",这个外壳，仍然很坚固...
GARMOND_FIGHTER_01,Keep your hornlance high!,保持高角度！
LADYBUG_04,Let&#8217;s win! Let&#8217;s lose!,让我们获胜！让我们输掉！
MOSS_PILGRIM_03,We shall join you...,我们将加入你...
MOSS_PILGRIM_02,Caves all green...,洞穴全绿...
MOSS_PILGRIM_01,Caves grown holy...,洞穴长大了...
SPINE_FLOATER_04,Predators near...,捕食者附近...
COURIER_01,"Bring it now, bring it now!",现在带上它，立即带上它！
PILGRIM_GENERIC_07,"Lives end, journeys begin...",生命结束，旅程开始...
ROOF_CRAB_03,"Larger, greater!",更大，更大！
MOSS_PILGRIM_04,Safe in damp and dim...,在潮湿和昏暗...中安全...
SNAIL_SHAMAN_09,Spiralling outward...,向外螺旋...
CLOVER_DANCERS_01,What kingdom without you?,没有你的王国？
BELLTOWN_04,"For the pilgrims, many...",对于朝圣者，很多...
BONE_WORM_03,Find it... find it...,找到它...找到它...
THREAD_MEMORY_CORAL_TOWER_01,All to bow...,全部鞠躬...
PILGRIM_WEARY_01,Forget... your pain...,忘了...你的痛苦...
WARD_PIT_04,...Pain... No more...,...痛苦...不再...
WEAVER_SERVITOR_03,...keep their secrets...,...保留他们的秘密...
SONG_CREEPER_02,The beautiful Silk...,美丽的丝绸...
COURIER_03,"Not too slowly, now!",现在不太慢！
GILLY_FINAL_03,Is something hidden... farther still?,隐藏的东西仍然很远吗？
SHAKRA_06,Discipline and skill...,学科和技巧...
PILGRIM_WEARY_04,Have... faith...,有...信仰...
VAULTS_STATUE_04,All... are equal...,所有...都相等...
SWAMP_MUCKMAN_01,They fall! We rise!,他们跌倒了！我们起床！
HUNTER_QUEEN_03,Hear my song!,听我的歌！
THREAD_MEMORY_ANT_TRAPPER_04,...Come to me...,...来找我...
CORAL_JUDGE_CHILD_01,"Warmly shifting, dancing sands...",温暖转移，跳舞的沙子...
MITE_GREYMOOR_05,Find it. Take it...,找到它。接受...
RUINED_CHAPEL_04,...In each shell...,...在每个外壳中...
GILLY_06,I&#8217;ll solve it! Me!,我将解决它！我！
HUNTER_04,"To leap, and run, and slay!",跳跃，跑步，杀死！
RUINED_CHAPEL_02,...Souls formed strong...,...灵魂形成强大...
THREAD_MEMORY_SILK_SIPHON_03,...Must we?,...我们必须吗？
ZAZA_FINAL_03,So strong... so kind...,如此坚强...好吧...
BLOAT_ROACH_03,Soft shells...,软贝壳...
SONG_HANDMAIDEN_01,...Your Silk...,...你的丝绸...
SLAB_FLY_CAGE_04,Let my duty... absolve me...,让我的职责...免除我...
CORAL_KING_01,Hone yourself!,磨自己！
FLOWER_02,Thirsty roots creeping down...,口渴的根部蔓延...
THREAD_MEMORY_GRUBFARMER_NEST_02,Who is me?,我是谁？
WEAVER_SERVITOR_01,...watch their halls...,...看他们的大厅...
GRUBFARMER_06,Seek... and hide...,寻找...隐藏...
PILGRIM_SHOPKEEP_01,O shining beads!,o闪闪发光的珠子！
SWAMP_SHAMAN_03,"Swirling, pale flame...",旋转，苍白的火焰...
SPLINTER_QUEEN_06,"Creeping, creaking...",爬行，吱吱作响...
THREAD_MEMORY_GRUBFARMER_NEST_04,The one who breeds...,繁殖的人...
SPLINTER_QUEEN_05,"Other, other, sleeping deep...",其他，其他，深深地睡觉...
SPLINTER_QUEEN_02,"This land is ours, now!",现在，这片土地是我们的！
SPLINTER_QUEEN_03,"By our claws, none but us now!",通过我们的爪子，除了我们现在没有！
CHOIR_03,Holy call of the Citadel...,城堡的圣殿...
SPLINTER_QUEEN_01,"Children, children, hide and strike!",孩子，孩子，躲藏和罢工！
WHITE_CLOVERSTAG_06,"Facets many, shining apart...",各个方面，闪闪发光...
GARMOND_02,We shall remember...,我们会记得...
THREAD_MEMORY_SLAB_04,I failed you...,我失败了你...
WEAVER_SERVITOR_BROKEN_03,...REFORMINSTINCT...,...重新构造...
SWAMP_DRIFTER_01,Air... so warm...,空气...如此温暖...
THREAD_MEMORY_SLAB_01,...Your light...,...你的光...
THREAD_MEMORY_SLAB_02,...Forgive my silence...,...原谅我的沉默...
THREAD_MEMORY_SLAB_03,...Too weak... to return...,...太虚弱了...无法返回...
BLUE_SCIENTIST_01,Heal all wounds...,治愈所有伤口...
EVA_06,What worlds beyond?,除了哪些世界？
SNAIL_SHAMAN_01,So many souls...,这么多灵魂...
BONETOWN_ACT3_07,...Dear Pharloom...,...亲爱的粉碎机...
MEMORY_VERDANIA_WIDE_02,...Paths wild...,...狂野的路...
THREAD_MEMORY_SURFACE_01,The weaving ones beckon...,编织的人招手...
SHERMA_01,In song&#8217;s embrace...,在歌曲中的拥抱...
THREAD_MEMORY_STEPS_START_04,The Citadel... the holy Citadel...,城堡...圣城堡...
DUSTROACH_03,Eat it all...,吃一切...
SLAB_FLY_FRESH_04,Warm air...,温暖的空气...
BELL_EATER_06,Feed... eat...,饲料...吃...
ROACHFEEDER_02,Teach them fear...,教他们恐惧...
WEAVER_SPIRE_06,"...Wait, and sleep...",...等待，睡觉...
BELLTOWN_05,"We serve, selfless...",我们服务，无私...
THREAD_MEMORY_STEPS_START_02,"The climb, so sheer...",攀登，纯粹...
HUNTER_FAN_01,"Every beast, great and small...",每个野兽，伟大又小...
